episode,fatigue,skill_level,task_completion_time,task_complexity,task_type
5937,1.0,1,10.057846910755343,low,collaborative
5938,0.5,2,12.350508781087925,high,human-only
5939,0.0,2,11.010423339592357,high,human-only
5940,0.0,1,8.89671804600314,low,collaborative
5941,0.0,1,7.8782642759743835,medium,human-only
5942,0.5,2,8.725268748963634,low,robot-only
5943,0.5,1,10.057051612840414,high,robot-only
5944,0.5,1,13.914724179358696,low,collaborative
5945,0.5,0,10.815892593434423,medium,collaborative
5946,1.0,2,10.275078349796935,high,human-only
5947,0.0,1,6.901615096963923,medium,robot-only
5948,0.0,1,5.78458980192967,medium,collaborative
5949,0.0,2,6.594932100198566,low,human-only
5950,0.5,0,13.937339452992259,medium,human-only
5951,0.0,0,13.208406853315232,medium,human-only
5952,0.5,1,7.246650844323983,low,human-only
5953,0.5,2,10.933675886571962,high,human-only
5954,0.5,2,10.55739371497416,high,collaborative
5955,0.5,0,6.1783881931848175,high,collaborative
5956,1.0,1,9.774598400386527,medium,collaborative
5957,0.5,0,6.347101864837277,medium,robot-only
5958,1.0,0,6.47150646425858,low,collaborative
5959,0.5,0,12.835666936204404,medium,robot-only
5960,0.0,1,9.97498943991105,low,robot-only
5961,1.0,2,9.926956558754739,low,collaborative
5962,1.0,2,8.92308075011137,medium,collaborative
5963,0.5,2,11.349037772779472,high,collaborative
5964,0.0,0,9.686246524498287,low,robot-only
5965,0.5,2,6.389549110018606,high,collaborative
5966,1.0,2,9.02250754721167,low,collaborative
5967,1.0,0,9.760104310775276,low,robot-only
5968,1.0,0,9.062337655507518,medium,robot-only
5969,0.0,2,6.453505897517219,high,robot-only
5970,1.0,0,9.096062270509858,high,human-only
5971,0.5,1,8.142501634421732,low,robot-only
5972,0.5,1,8.964385599577732,high,robot-only
5973,0.5,0,8.168995763852381,medium,robot-only
5974,0.5,0,9.537578277012239,high,human-only
5975,1.0,2,8.322070193819592,high,collaborative
5976,0.0,1,9.511244473072477,high,robot-only
5977,0.0,0,12.145707479067656,low,human-only
5978,0.5,1,12.868016139756556,low,collaborative
5979,1.0,2,9.451498661209218,low,collaborative
5980,1.0,2,11.247419286191041,medium,robot-only
5981,0.0,1,7.9388052393235276,low,robot-only
5982,0.0,0,10.141086709462048,medium,human-only
5983,0.5,1,11.011232440486793,medium,collaborative
5984,0.5,1,10.015881210649717,high,human-only
5985,1.0,2,7.2725129844082,medium,human-only
5986,0.5,2,11.929069591078251,high,collaborative
5987,1.0,1,9.284354930757736,medium,robot-only
5988,1.0,1,6.461471448624202,high,human-only
5989,0.5,2,9.710503635586653,high,human-only
5990,0.0,0,10.328357734245538,low,collaborative
5991,1.0,1,9.429111106717839,medium,collaborative
5992,0.5,2,9.394595457784302,low,human-only
5993,0.0,2,9.557189532855729,medium,collaborative
5994,1.0,0,8.153893263383372,medium,collaborative
5995,0.0,0,11.536478479769574,low,collaborative
5996,0.5,1,9.071773201312014,high,human-only
5997,0.0,0,12.6117735522775,low,robot-only
5998,0.5,1,11.679173639559846,medium,collaborative
5999,0.0,0,10.246521876860838,low,collaborative
6000,0.5,0,10.304541919988507,high,human-only
6001,0.5,1,11.810364877599376,low,human-only
6002,0.5,1,9.648636914340594,high,human-only
6003,0.5,1,10.14963652496303,low,human-only
6004,0.5,1,8.171390245415191,high,collaborative
6005,0.5,2,9.141309668123732,high,robot-only
6006,1.0,1,13.799491986888299,medium,collaborative
6007,0.5,1,10.410577912364513,medium,human-only
6008,0.5,0,11.66109328553916,low,robot-only
6009,0.5,1,12.297824878610042,low,human-only
6010,0.5,2,8.263126196460233,low,human-only
6011,0.0,1,7.890481235639591,medium,human-only
6012,0.5,0,10.327098494111643,medium,robot-only
6013,1.0,1,6.691645472055086,low,human-only
6014,0.0,0,6.558245729887654,high,collaborative
6015,1.0,0,10.541440873708636,high,collaborative
6016,0.5,1,14.511981550602702,low,robot-only
6017,0.0,1,10.421185951613502,low,collaborative
6018,0.0,0,11.882227685893762,low,robot-only
6019,0.5,2,10.44723760222839,low,robot-only
6020,0.5,0,8.352128231885088,high,collaborative
6021,1.0,2,10.65898190536901,high,human-only
6022,0.0,0,9.050999386669954,high,collaborative
6023,0.5,0,9.96616100509825,medium,human-only
6024,0.0,2,12.83579245399505,medium,robot-only
6025,0.5,0,8.850630667708403,low,collaborative
6026,1.0,0,9.110524780511549,high,robot-only
6027,0.5,1,9.198171068671439,medium,robot-only
6028,0.5,0,9.35400418745841,low,robot-only
6029,0.5,1,11.845030218897103,high,human-only
6030,0.0,2,8.935666814100875,low,collaborative
6031,0.0,2,11.682543861596017,high,human-only
6032,0.0,1,10.615460160772141,high,robot-only
6033,1.0,2,8.956765429913846,high,collaborative
6034,1.0,2,7.869559490023295,high,human-only
6035,1.0,0,12.849040137577342,low,collaborative
6036,1.0,0,9.673759704912419,high,collaborative
6037,0.0,1,11.1873505341217,low,human-only
6038,0.0,2,11.624673891335778,medium,collaborative
6039,0.5,0,10.186791229395693,low,collaborative
6040,0.5,1,8.930682430477942,medium,robot-only
6041,0.5,0,5.801173028957871,medium,collaborative
6042,1.0,1,11.551639204803953,medium,robot-only
6043,0.0,2,8.531218533344518,medium,collaborative
6044,0.5,1,12.04320039217256,medium,collaborative
6045,0.5,0,10.922192488762718,medium,collaborative
6046,1.0,2,10.437386145865945,medium,collaborative
6047,0.0,1,5.929902960332255,medium,robot-only
6048,0.5,2,9.035715184432163,low,collaborative
6049,0.5,1,7.320960795282504,high,robot-only
6050,0.5,1,8.978548050735384,medium,human-only
6051,0.5,0,6.812657188835735,high,collaborative
6052,1.0,0,10.814876724722376,high,collaborative
6053,0.0,2,12.636748371322293,medium,collaborative
6054,0.0,1,8.773988346616491,medium,robot-only
6055,0.0,2,10.138546498384567,medium,collaborative
6056,0.0,0,6.490941424758782,medium,robot-only
6057,0.5,1,12.896151014649892,low,robot-only
6058,1.0,0,12.041643297801357,high,human-only
6059,0.0,1,9.732859415868578,medium,human-only
6060,0.0,1,12.037088225544435,high,robot-only
6061,0.0,0,11.174536190379323,medium,robot-only
6062,0.0,1,9.997674516791248,high,collaborative
6063,0.5,0,12.887758622153154,medium,human-only
6064,0.5,2,10.802312437508322,medium,collaborative
6065,0.5,1,11.965210082553615,medium,robot-only
6066,1.0,1,5.761565532370552,low,collaborative
6067,0.5,2,9.118339815238572,medium,collaborative
6068,0.5,2,8.842363471528683,low,robot-only
6069,1.0,0,8.468183346671914,high,robot-only
6070,0.0,0,7.495596796334212,medium,collaborative
6071,0.5,1,9.668077164546967,medium,collaborative
6072,0.5,0,11.02221742904887,high,robot-only
6073,0.0,2,11.3778603906994,medium,robot-only
6074,0.5,1,9.108963451159797,medium,collaborative
6075,0.0,1,9.4496158748303,medium,human-only
6076,1.0,1,11.530441450941973,medium,human-only
6077,0.5,2,9.97668900879704,low,human-only
6078,0.0,0,8.375761865530562,high,robot-only
6079,0.5,0,12.790640244163523,medium,robot-only
6080,1.0,0,6.572321348696011,low,human-only
6081,0.0,1,5.936652619884419,medium,collaborative
6082,0.5,1,9.652751850681353,high,collaborative
6083,0.5,1,8.366521336013227,low,human-only
6084,1.0,1,10.302172918000382,medium,human-only
6085,1.0,1,7.423820928432649,high,collaborative
6086,1.0,1,8.903614087435596,low,human-only
6087,0.5,2,7.963921705830627,medium,human-only
6088,0.5,1,8.527760998752658,high,collaborative
6089,1.0,1,9.733333902240327,high,human-only
6090,0.0,1,9.891442983257706,medium,collaborative
6091,0.5,0,9.047418990773203,medium,collaborative
6092,1.0,1,10.157201356079138,low,collaborative
6093,1.0,1,9.178408214064985,high,robot-only
6094,0.5,2,8.711890849572006,medium,collaborative
6095,0.0,0,12.56429601927351,medium,collaborative
6096,0.0,0,7.897182266085663,low,robot-only
6097,0.0,0,9.412199737791743,medium,collaborative
6098,1.0,0,11.311712664116337,medium,human-only
6099,0.5,2,7.404885259732739,low,collaborative
6100,1.0,1,8.492356873997558,high,collaborative
6101,1.0,2,11.475151982941698,medium,collaborative
6102,0.0,0,11.739654835085709,high,collaborative
6103,1.0,1,11.795598422854885,medium,human-only
6104,1.0,2,11.194423905531153,low,collaborative
6105,1.0,2,10.92166728730546,medium,collaborative
6106,0.0,0,10.464124371856405,medium,human-only
6107,0.0,2,8.374106338831226,medium,collaborative
6108,0.5,2,11.691503024405524,low,collaborative
6109,0.0,2,13.126242339086374,low,robot-only
6110,0.5,2,7.760805041232677,high,robot-only
6111,0.5,1,8.76946613746268,low,collaborative
6112,1.0,1,8.557923162458746,high,robot-only
6113,0.5,0,12.121016675498112,medium,collaborative
6114,0.5,1,9.826033492540713,medium,human-only
6115,0.0,1,9.736082235344515,medium,collaborative
6116,1.0,2,11.360458922135752,medium,robot-only
6117,1.0,0,8.701553132005971,high,robot-only
6118,0.5,0,10.789141405568875,low,collaborative
6119,0.5,1,11.409029122600408,medium,collaborative
6120,0.5,2,14.544747918550943,medium,robot-only
6121,0.0,1,11.021623563462292,medium,robot-only
6122,0.5,0,10.34421409671508,low,human-only
6123,0.0,0,13.311208347084616,low,collaborative
6124,1.0,2,10.96920109899827,high,human-only
6125,1.0,2,8.317672200554542,medium,collaborative
6126,0.5,0,11.985912035391008,medium,robot-only
6127,1.0,1,12.936092046930852,low,robot-only
6128,0.5,2,7.90085889596305,high,collaborative
6129,0.5,1,13.349284905959111,low,robot-only
6130,1.0,1,13.04755208466872,low,robot-only
6131,1.0,2,6.446154699402176,medium,human-only
6132,0.5,2,12.163789335978697,medium,robot-only
6133,1.0,1,10.505638981640136,low,human-only
6134,1.0,1,8.372172364690927,medium,human-only
6135,1.0,0,9.036525267825054,high,robot-only
6136,1.0,1,12.167647316293369,medium,collaborative
6137,0.5,0,8.345487282883699,high,robot-only
6138,1.0,0,7.864443882042423,medium,robot-only
6139,0.0,0,9.704175349743261,low,robot-only
6140,1.0,1,12.2461496438474,high,collaborative
6141,0.5,1,9.417357836989334,high,collaborative
6142,0.5,2,9.839469181938593,low,robot-only
6143,1.0,1,11.633282509964058,medium,robot-only
6144,0.0,2,12.556409219059265,medium,collaborative
6145,0.5,1,10.205406583672772,low,robot-only
6146,0.5,1,10.863682871932475,medium,collaborative
6147,0.0,1,16.960067479715683,high,collaborative
6148,0.0,2,6.248566053089496,low,collaborative
6149,0.5,0,7.990025064583797,medium,human-only
6150,0.5,1,9.046933677995264,medium,collaborative
6151,0.0,1,8.686940290671163,high,human-only
6152,1.0,1,7.83848015110701,low,human-only
6153,0.0,0,5.0235161546774885,high,human-only
6154,0.5,0,11.81437617230977,low,collaborative
6155,0.0,0,9.146137190760456,low,collaborative
6156,0.0,2,9.99877010733833,low,collaborative
6157,0.5,1,10.48438131742642,high,collaborative
6158,1.0,2,11.039239625848909,high,collaborative
6159,1.0,1,7.769729947582299,low,human-only
6160,1.0,1,5.9174383230821705,medium,robot-only
6161,0.0,2,6.11933199837886,low,collaborative
6162,1.0,0,10.96739701665606,high,collaborative
6163,0.5,2,10.103509412129386,medium,robot-only
6164,0.0,1,13.613804595416152,high,robot-only
6165,0.0,0,10.363170718088693,high,robot-only
6166,0.0,2,8.126366798020632,low,human-only
6167,1.0,2,7.861652369255134,low,collaborative
6168,1.0,0,10.197018322758586,low,collaborative
6169,0.5,0,10.627968594288525,high,human-only
6170,1.0,1,10.836309714360269,high,robot-only
6171,0.5,2,12.683773510690184,high,human-only
6172,1.0,1,7.921978675298423,low,human-only
6173,1.0,2,12.506582527239845,high,human-only
6174,0.0,0,12.589989993113296,high,collaborative
6175,1.0,1,10.671096631372745,high,human-only
6176,1.0,0,7.732395655273424,high,human-only
6177,0.0,2,13.922360326189864,low,collaborative
6178,0.0,2,11.242106121323307,low,human-only
6179,0.5,2,10.554003554758484,high,collaborative
6180,0.5,2,10.15026732941242,medium,collaborative
6181,0.5,2,7.902302936782917,high,robot-only
6182,0.0,2,11.26616023053757,medium,collaborative
6183,0.5,2,8.98723575210077,high,collaborative
6184,0.5,1,8.495933569100565,low,robot-only
6185,0.0,1,12.831999860740357,high,human-only
6186,0.0,1,9.080614748739452,low,collaborative
6187,0.5,0,12.444816983872666,high,robot-only
6188,0.0,0,10.418159092993747,medium,collaborative
6189,1.0,0,9.728320388814604,medium,robot-only
6190,1.0,2,11.23547159251541,low,robot-only
6191,0.0,0,5.878850071009835,medium,human-only
6192,0.5,1,7.3370333537084225,low,collaborative
6193,0.0,0,15.506570431037899,low,collaborative
6194,0.0,0,9.421770480127117,medium,human-only
6195,0.5,2,12.951086468071306,low,robot-only
6196,0.5,1,8.739616432629173,low,collaborative
6197,1.0,0,9.613554935304903,high,robot-only
6198,1.0,1,7.445578720047303,medium,collaborative
6199,1.0,1,8.727020411889043,low,collaborative
6200,1.0,0,12.469252770262324,medium,collaborative
6201,0.5,1,10.333757643511714,medium,collaborative
6202,0.5,2,11.840138478774609,medium,collaborative
6203,1.0,1,10.419526242752864,medium,collaborative
6204,1.0,2,12.384558659750454,high,human-only
6205,1.0,1,11.161699423756097,high,human-only
6206,1.0,1,11.4456642753944,medium,robot-only
6207,0.0,1,8.669996487858203,low,robot-only
6208,0.5,1,11.800445761681004,high,collaborative
6209,0.5,2,9.632600966481835,medium,human-only
6210,0.5,1,11.452000555777298,low,collaborative
6211,0.5,1,6.749315965082651,medium,robot-only
6212,1.0,0,10.201417700077974,high,collaborative
6213,1.0,2,12.899632799324047,high,collaborative
6214,1.0,0,12.067222820679156,medium,collaborative
6215,0.5,1,9.19219487658816,low,human-only
6216,1.0,2,9.4695838395623,low,robot-only
6217,1.0,2,10.754776491816994,medium,robot-only
6218,1.0,2,10.48911222858899,low,collaborative
6219,1.0,2,8.858872417495013,high,robot-only
6220,1.0,2,12.513472396402765,high,robot-only
6221,0.0,1,7.389582504659058,medium,robot-only
6222,1.0,0,7.344843480350307,low,human-only
6223,1.0,1,9.341257230713822,low,robot-only
6224,1.0,1,9.795341422026091,low,human-only
6225,0.5,1,12.776429823551716,high,robot-only
6226,0.0,2,10.930426570023204,medium,human-only
6227,1.0,2,13.053265542847384,low,collaborative
6228,0.5,1,16.02983311690356,medium,collaborative
6229,0.5,2,11.51629846965775,low,robot-only
6230,1.0,0,9.61420261024824,low,robot-only
6231,0.0,0,9.592830611300887,medium,collaborative
6232,0.0,2,8.393302720683135,medium,human-only
6233,0.0,0,10.464401231292983,high,human-only
6234,0.0,2,7.166731343952602,low,robot-only
6235,1.0,2,9.874619808635838,high,human-only
6236,0.0,1,11.352802901501795,medium,human-only
6237,0.0,0,10.09616324876892,medium,collaborative
6238,0.0,1,11.196025247492015,medium,collaborative
6239,1.0,1,13.299369994354908,medium,collaborative
6240,0.0,0,11.61097757936542,high,robot-only
6241,0.5,2,9.330403660737408,low,collaborative
6242,0.0,1,9.296618434500633,medium,robot-only
6243,1.0,2,7.603704066001871,high,collaborative
6244,0.5,0,11.137441597812302,medium,collaborative
6245,1.0,2,11.536061149839384,medium,collaborative
6246,0.5,2,11.285831950259317,high,collaborative
6247,1.0,1,6.675320365799008,high,collaborative
6248,0.5,1,9.591531467295834,low,human-only
6249,1.0,1,13.726764049029079,medium,robot-only
6250,1.0,2,7.895253789417031,medium,collaborative
6251,0.5,1,12.662390313823577,high,robot-only
6252,1.0,0,12.083853904321,medium,human-only
6253,0.0,0,7.581463911833842,medium,robot-only
6254,1.0,2,8.830615555503751,low,collaborative
6255,0.5,1,4.790935939659194,medium,human-only
6256,0.0,1,14.419718178284338,medium,robot-only
6257,0.5,2,10.877680794931791,low,robot-only
6258,0.5,2,9.819802852260374,low,human-only
6259,1.0,2,8.318570484750332,high,human-only
6260,0.0,1,11.637089325355863,low,human-only
6261,0.5,2,6.433244359597822,medium,collaborative
6262,0.0,0,9.283938746015487,medium,human-only
6263,0.5,2,11.509234913812522,medium,human-only
6264,1.0,2,11.213165245669499,low,human-only
6265,0.0,0,9.984530297674286,low,robot-only
6266,0.0,2,14.151364142848085,medium,robot-only
6267,1.0,2,6.206620117494886,medium,human-only
6268,0.5,0,9.591496297622887,high,collaborative
6269,0.5,0,12.170853093408548,medium,collaborative
6270,0.5,1,12.060569481911092,low,human-only
6271,0.0,1,7.9948872707811685,high,collaborative
6272,0.5,1,9.676097365129007,medium,collaborative
6273,1.0,0,11.126331081485628,low,robot-only
6274,0.0,0,9.544573292394965,low,robot-only
6275,1.0,2,13.799612594893404,medium,robot-only
6276,0.5,1,9.457301393858014,medium,collaborative
6277,0.5,0,9.62227749331523,medium,robot-only
6278,0.0,0,9.8379490360315,medium,human-only
6279,1.0,1,8.164870994667872,high,collaborative
6280,0.5,0,10.55984798461109,high,collaborative
6281,0.5,0,10.28125580432793,medium,robot-only
6282,1.0,1,7.24018225353219,medium,collaborative
6283,1.0,0,10.171018145831908,medium,human-only
6284,0.5,1,12.956795045114383,high,robot-only
6285,0.5,2,8.733587458868465,medium,human-only
6286,1.0,0,13.976990986652204,low,robot-only
6287,1.0,2,12.009517458127618,low,robot-only
6288,1.0,2,8.93626927938284,high,collaborative
6289,0.0,2,13.27555488285452,low,collaborative
6290,0.5,1,7.1067369544188725,medium,collaborative
6291,0.0,1,9.619443906366245,medium,collaborative
6292,0.0,1,8.296611294583695,low,human-only
6293,0.5,0,11.255774133451798,high,human-only
6294,0.0,1,11.36983791251852,medium,collaborative
6295,0.0,1,8.31778355255741,medium,collaborative
6296,1.0,0,10.669471787559507,high,collaborative
6297,0.5,1,10.143898144691692,high,collaborative
6298,0.0,1,9.408409327456281,high,collaborative
6299,1.0,0,11.82528651645957,medium,collaborative
6300,0.0,1,12.947959297284806,medium,collaborative
6301,1.0,2,8.340591645823936,high,collaborative
6302,0.0,0,9.453173120357935,low,collaborative
6303,1.0,2,6.525152453708773,low,collaborative
6304,0.5,2,11.633644388952785,low,collaborative
6305,0.0,0,11.032880986032788,high,robot-only
6306,0.0,2,11.005965126346096,low,collaborative
6307,0.0,1,11.588589520567874,medium,collaborative
6308,0.5,1,7.687023424309477,medium,robot-only
6309,0.0,1,11.125136452172534,medium,collaborative
6310,0.5,2,7.094702236705379,low,human-only
6311,0.5,1,9.421182477907317,high,human-only
6312,0.0,2,10.547981803240594,medium,collaborative
6313,1.0,1,10.52818820894964,medium,human-only
6314,0.5,0,6.449583973201346,medium,collaborative
6315,1.0,1,13.689507628819314,low,robot-only
6316,0.5,1,10.318538667103708,low,robot-only
6317,0.5,0,9.1045625410173,medium,collaborative
6318,0.0,0,11.325138733806508,high,collaborative
6319,0.0,2,7.150982647076635,low,human-only
6320,1.0,1,11.158004114793641,high,human-only
6321,0.5,1,9.60679810135931,high,collaborative
6322,0.0,2,12.324034174219367,high,robot-only
6323,0.5,2,9.071730981114593,high,collaborative
6324,0.5,1,12.524192347726546,high,collaborative
6325,0.0,1,10.48955748458094,high,human-only
6326,1.0,2,8.283791856541306,low,robot-only
6327,0.0,2,12.001478755850233,high,human-only
6328,1.0,1,10.29059136867312,low,robot-only
6329,0.5,0,6.488267708420371,low,collaborative
6330,0.5,2,11.276229543696555,high,human-only
6331,0.5,2,10.850374490297764,medium,human-only
6332,0.0,2,12.943477305496017,high,collaborative
6333,0.5,2,8.663158524653467,low,human-only
6334,0.0,1,10.046411635087669,high,human-only
6335,1.0,0,5.756876889846811,medium,human-only
6336,0.0,0,12.604750717187988,medium,robot-only
6337,0.5,0,10.590105964255294,high,human-only
6338,0.0,2,10.276637525990342,high,human-only
6339,0.0,0,10.170773183219465,high,collaborative
6340,0.0,2,7.4496547727843385,high,human-only
6341,0.0,1,9.645978496333152,high,collaborative
6342,1.0,1,10.28399307055488,medium,human-only
6343,0.0,2,9.516270852182444,high,collaborative
6344,0.5,1,8.549058759446137,medium,collaborative
6345,1.0,2,9.830762049670206,high,robot-only
6346,1.0,0,9.479866583109825,high,robot-only
6347,0.0,0,14.208885412463985,low,collaborative
6348,0.0,1,9.978940291577773,medium,robot-only
6349,1.0,0,10.227129808885392,medium,human-only
6350,0.0,1,9.552603668742515,low,human-only
6351,1.0,2,10.8877506245414,high,human-only
6352,0.5,2,8.51452700147245,high,collaborative
6353,0.0,2,6.974725506957031,medium,collaborative
6354,0.0,2,13.212551565120089,high,robot-only
6355,0.5,1,14.44009692974161,low,human-only
6356,0.5,2,10.919992984944054,low,robot-only
6357,0.0,2,7.84842894503697,medium,collaborative
6358,0.0,0,12.336159899538067,low,collaborative
6359,0.0,1,7.950664216146556,high,collaborative
6360,0.5,0,9.023489578333534,low,robot-only
6361,1.0,0,9.230245471058215,high,robot-only
6362,0.5,1,6.652980091075179,medium,collaborative
6363,0.5,2,7.592070367618506,high,human-only
6364,0.0,1,9.696456029085631,medium,collaborative
6365,0.0,0,9.585701673947213,low,collaborative
6366,1.0,1,11.092930164984638,medium,human-only
6367,0.5,1,10.788821484966203,high,collaborative
6368,0.5,0,9.992539931020088,low,robot-only
6369,0.5,1,11.787842338837269,high,collaborative
6370,0.5,0,11.292666413791222,medium,collaborative
6371,0.0,1,9.444426492392704,low,human-only
6372,0.5,1,11.173660124527418,medium,robot-only
6373,0.5,1,9.304718197747311,high,human-only
6374,1.0,1,12.459254666991512,medium,collaborative
6375,0.5,0,11.296446007789504,low,robot-only
6376,1.0,1,10.42689693683294,medium,human-only
6377,0.5,1,5.631589446930694,high,human-only
6378,0.0,2,11.481041278677063,medium,collaborative
6379,0.5,0,12.652683229507023,high,collaborative
6380,1.0,2,11.297903012011156,high,robot-only
6381,0.5,1,8.353872581544877,medium,human-only
6382,0.0,2,11.71915088644967,medium,collaborative
6383,0.0,2,9.977090563197965,high,human-only
6384,0.5,2,8.043712475560568,high,robot-only
6385,0.0,1,11.076528634278755,medium,human-only
6386,0.0,1,11.390498190696814,medium,collaborative
6387,0.5,2,5.801859457795933,low,collaborative
6388,0.0,1,12.216371855284239,medium,human-only
6389,1.0,2,11.73446401296548,high,robot-only
6390,1.0,0,9.486701943585889,high,collaborative
6391,0.5,0,7.504517474372848,medium,collaborative
6392,0.0,1,10.655267959525025,medium,collaborative
6393,1.0,2,12.489031623084491,high,collaborative
6394,1.0,1,11.189451288366037,medium,collaborative
6395,1.0,0,13.41294319676429,high,human-only
6396,0.0,1,10.495372637656477,medium,collaborative
6397,0.5,2,12.102169501419635,low,robot-only
6398,1.0,0,11.941255101131887,high,robot-only
6399,1.0,1,10.85711977835738,high,collaborative
6400,1.0,0,8.53232856725869,high,robot-only
6401,1.0,1,11.91485313747209,medium,collaborative
6402,0.5,0,8.919727188113866,low,human-only
6403,0.5,1,8.954321259595158,medium,human-only
6404,0.5,1,10.452385903751741,medium,collaborative
6405,0.5,1,7.385398343022191,high,human-only
6406,0.5,2,8.896968504756005,low,human-only
6407,0.5,0,12.694887517664757,low,collaborative
6408,0.5,2,9.885709350443504,high,human-only
6409,0.5,2,10.668991720418923,high,collaborative
6410,1.0,2,8.160985336827297,low,human-only
6411,0.0,1,8.407031729869033,high,human-only
6412,0.0,1,8.324128396204333,medium,collaborative
6413,0.5,1,8.77777134471395,low,human-only
6414,1.0,1,9.264991477021137,medium,robot-only
6415,0.5,1,12.860124894782768,low,human-only
6416,1.0,0,11.272559375515792,low,collaborative
6417,1.0,0,11.209068860510799,medium,collaborative
6418,0.5,1,10.474039609897888,low,robot-only
6419,1.0,1,12.388732938451533,medium,collaborative
6420,0.0,0,11.844317837989577,medium,robot-only
6421,0.5,2,10.234555699421172,high,human-only
6422,0.5,1,9.384194173389478,high,collaborative
6423,0.0,0,11.885445551467928,low,collaborative
6424,0.5,1,6.184283862408334,medium,human-only
6425,1.0,0,12.896987334106997,medium,robot-only
6426,1.0,1,9.648083366738982,medium,collaborative
6427,1.0,1,8.161921915004351,medium,human-only
6428,0.5,1,11.775703129135982,low,collaborative
6429,0.5,2,10.026817661995123,medium,collaborative
6430,1.0,0,8.424969234660054,high,robot-only
6431,0.0,1,8.548095983817133,medium,collaborative
6432,0.5,1,9.153028745771433,medium,collaborative
6433,0.5,0,9.29073913300044,high,human-only
6434,0.5,0,11.395245078435805,high,collaborative
6435,1.0,2,8.992997420081045,low,human-only
6436,1.0,0,8.88357067537587,medium,human-only
6437,0.5,1,10.439476292235263,low,collaborative
6438,0.0,0,8.79259027384905,low,collaborative
6439,0.0,2,7.128062829294683,medium,human-only
6440,1.0,1,8.307673567397515,low,collaborative
6441,0.5,2,7.53196642267478,low,human-only
6442,0.0,0,9.11189059048805,medium,collaborative
6443,1.0,2,14.321059294973836,high,human-only
6444,1.0,1,10.503293240300707,medium,collaborative
6445,0.5,1,10.891201530361968,medium,robot-only
6446,1.0,2,9.938311814749238,medium,collaborative
6447,0.5,0,10.705301209585558,low,human-only
6448,0.0,2,9.623315262965956,medium,human-only
6449,0.5,1,12.809059392864933,low,human-only
6450,1.0,2,11.97568098157869,medium,robot-only
6451,0.5,1,10.823493535946554,high,collaborative
6452,0.5,0,9.870566822562013,high,robot-only
6453,0.5,2,6.449434428875735,high,human-only
6454,1.0,2,7.247554947698202,low,human-only
6455,1.0,0,11.998028446424298,low,collaborative
6456,0.5,2,6.945740369598557,medium,robot-only
6457,0.0,0,4.207418331986988,high,human-only
6458,0.5,1,9.607500100822532,low,human-only
6459,1.0,0,9.541247954081223,low,human-only
6460,0.5,1,8.124943794311347,medium,human-only
6461,0.5,1,10.251404603867025,high,robot-only
6462,1.0,1,10.335294374330633,low,human-only
6463,0.5,0,11.818804540720908,low,robot-only
6464,0.5,1,9.741036027146786,low,collaborative
6465,0.0,0,12.277082418265277,medium,robot-only
6466,1.0,0,11.949020810565514,low,collaborative
6467,0.0,1,9.026749679420341,high,collaborative
6468,0.0,0,7.2179538377112795,high,collaborative
6469,1.0,0,6.5395898878841745,medium,human-only
6470,0.0,1,8.601322598588759,high,human-only
6471,1.0,1,9.768843129298636,low,collaborative
6472,0.0,2,11.829040966330135,high,collaborative
6473,0.0,1,12.169566228842276,low,robot-only
6474,0.5,2,14.021808690953815,high,collaborative
6475,0.0,1,10.525052177687733,high,robot-only
6476,0.0,1,11.290214876574801,high,robot-only
6477,1.0,1,12.46474846978502,low,human-only
6478,1.0,1,5.750393248237737,high,human-only
6479,1.0,1,9.429767601759751,medium,collaborative
6480,0.5,0,11.014865865557924,low,collaborative
6481,1.0,0,5.090262323095321,low,collaborative
6482,1.0,0,14.47115629396051,medium,collaborative
6483,0.0,0,11.152245655303329,low,collaborative
6484,1.0,0,7.498674837096317,medium,collaborative
6485,1.0,2,9.212205755151043,medium,robot-only
6486,0.5,2,12.689972853955831,low,collaborative
6487,0.5,1,10.214122349350411,medium,collaborative
6488,1.0,1,12.057685789536627,high,robot-only
6489,0.5,1,9.6117455630637,high,human-only
6490,0.5,0,10.852016651996054,high,human-only
6491,0.0,1,9.28524734330552,low,collaborative
6492,0.5,0,9.63002791543771,low,human-only
6493,0.5,2,10.609748047589983,low,collaborative
6494,0.5,1,11.35608787321147,medium,collaborative
6495,0.0,0,11.467760595733687,medium,robot-only
6496,1.0,1,5.9404162685290585,medium,human-only
6497,0.5,2,12.034905628889948,high,robot-only
6498,0.0,1,12.817332486777525,medium,robot-only
6499,0.0,0,10.044002618858507,high,robot-only
6500,0.5,2,8.087474440529176,medium,collaborative
6501,0.5,2,7.673129878960227,high,robot-only
6502,0.0,0,11.002121231102787,medium,collaborative
6503,0.5,0,7.439757456789345,low,collaborative
6504,0.0,2,7.292253849933383,high,collaborative
6505,0.0,2,7.4323776686742065,medium,human-only
6506,0.5,1,9.03293250589397,low,robot-only
6507,0.5,0,11.723130813129144,medium,human-only
6508,0.5,1,6.684266829816247,medium,collaborative
6509,0.5,1,13.300343441267328,high,collaborative
6510,0.5,1,10.104575404576178,medium,collaborative
6511,1.0,2,7.974635267225058,low,collaborative
6512,0.5,0,9.247644866701462,low,collaborative
6513,1.0,2,8.730780783952534,high,collaborative
6514,0.0,1,7.998778300388691,medium,collaborative
6515,0.0,1,9.0270570672235,high,robot-only
